runid                 	all	drc-contextualized-partial	mh-simple-no	mh-simple-partial	mhw-contextualized-partial	ml-simple-no	ml-simple-partial
set_F                 	2043956000	0.4255	0.0426	0.3404	0.3830	0.0426	0.2979
num_ret               	2117679317	20	20	20	20	20	20
num_rel               	2117679317	4	4	4	4	4	4
num_rel_ret           	2117679317	4	1	4	4	2	3
map                   	2117679317	0.6917	0.0357	0.5250	0.6845	0.0955	0.2500
ndcg_cut_01            	2117679317	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
ndcg_cut_02            	2117679317	0.6131	0.0000	0.0000	0.6131	0.0000	0.0000
ndcg_cut_03            	2117679317	0.4693	0.0000	0.2346	0.5866	0.0000	0.2346
ndcg_cut_04            	2117679317	0.5180	0.0000	0.3049	0.5328	0.0000	0.3049
ndcg_cut_05            	2117679317	0.6829	0.0000	0.4698	0.5328	0.1649	0.3049
ndcg_cut_06            	2117679317	0.8347	0.0000	0.6216	0.6846	0.1649	0.3049
ndcg_cut_07            	2117679317	0.8347	0.1421	0.6216	0.8266	0.1649	0.3049
ndcg_cut_08            	2117679317	0.8347	0.1421	0.6216	0.8266	0.1649	0.3049
ndcg_cut_09            	2117679317	0.8347	0.1421	0.6216	0.8266	0.1649	0.3049
ndcg_cut_10           	2117679317	0.8347	0.1421	0.6216	0.8266	0.1649	0.3049
ndcg_cut_11           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_12           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_13           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_14           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_15           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_16           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_17           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.3049
ndcg_cut_18           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.4052
ndcg_cut_19           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.4052
ndcg_cut_20           	2117679317	0.8347	0.1421	0.6216	0.8266	0.2838	0.4052
set_P                 	2117679317	0.2000	0.0500	0.2000	0.2000	0.1000	0.1500
set_recall            	2117679317	1.0000	0.2500	1.0000	1.0000	0.5000	0.7500
set_F                 	2117679317	0.3333	0.0833	0.3333	0.3333	0.1667	0.2500
num_ret               	2122702641	20	20	20	20	20	20
num_rel               	2122702641	13	13	13	13	13	13
num_rel_ret           	2122702641	8	4	7	7	3	8
map                   	2122702641	0.5466	0.2176	0.4497	0.4916	0.1868	0.4086
ndcg_cut_01            	2122702641	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_02            	2122702641	0.5000	0.5000	0.5000	0.5000	0.5000	0.5000
ndcg_cut_03            	2122702641	0.5665	0.4335	0.5665	0.6994	0.4335	0.4335
ndcg_cut_04            	2122702641	0.6110	0.3890	0.7137	0.7303	0.3890	0.3890
ndcg_cut_05            	2122702641	0.7283	0.3561	0.6534	0.6686	0.3561	0.4406
ndcg_cut_06            	2122702641	0.6758	0.3304	0.6784	0.6925	0.3304	0.5532
ndcg_cut_07            	2122702641	0.6963	0.3728	0.6355	0.7119	0.3728	0.5182
ndcg_cut_08            	2122702641	0.6569	0.3517	0.5996	0.6717	0.3517	0.4889
ndcg_cut_09            	2122702641	0.6745	0.3338	0.5689	0.6374	0.3338	0.4639
ndcg_cut_10           	2122702641	0.6429	0.3649	0.5423	0.6543	0.3181	0.4890
ndcg_cut_11           	2122702641	0.6151	0.3492	0.5621	0.6261	0.3044	0.5111
ndcg_cut_12           	2122702641	0.5904	0.3351	0.5395	0.6009	0.2921	0.4905
ndcg_cut_13           	2122702641	0.5682	0.3225	0.5192	0.5783	0.2812	0.4721
ndcg_cut_14           	2122702641	0.5682	0.3225	0.5192	0.5783	0.2812	0.5087
ndcg_cut_15           	2122702641	0.5682	0.3225	0.5550	0.5783	0.2812	0.5087
ndcg_cut_16           	2122702641	0.5682	0.3225	0.5550	0.5783	0.2812	0.5438
ndcg_cut_17           	2122702641	0.6025	0.3225	0.5550	0.5783	0.2812	0.5438
ndcg_cut_18           	2122702641	0.6025	0.3225	0.5550	0.5783	0.2812	0.5438
ndcg_cut_19           	2122702641	0.6025	0.3225	0.5550	0.5783	0.2812	0.5438
ndcg_cut_20           	2122702641	0.6025	0.3225	0.5550	0.5783	0.2812	0.5438
set_P                 	2122702641	0.4000	0.2000	0.3500	0.3500	0.1500	0.4000
set_recall            	2122702641	0.6154	0.3077	0.5385	0.5385	0.2308	0.6154
set_F                 	2122702641	0.4848	0.2424	0.4242	0.4242	0.1818	0.4848
num_ret               	2125380335	20	20	20	20	20	20
num_rel               	2125380335	11	11	11	11	11	11
num_rel_ret           	2125380335	4	3	5	2	4	2
map                   	2125380335	0.2204	0.1433	0.2863	0.1818	0.1134	0.1515
ndcg_cut_01            	2125380335	0.5000	0.5000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2125380335	0.6934	0.3066	0.8066	0.8066	0.1934	0.6131
ndcg_cut_03            	2125380335	0.6013	0.2658	0.6994	0.6994	0.1677	0.6646
ndcg_cut_04            	2125380335	0.5395	0.2385	0.6275	0.6275	0.1505	0.5963
ndcg_cut_05            	2125380335	0.4939	0.3028	0.6590	0.5745	0.1378	0.5459
ndcg_cut_06            	2125380335	0.4583	0.2810	0.6114	0.5331	0.1278	0.5065
ndcg_cut_07            	2125380335	0.4293	0.2632	0.5728	0.4993	0.1197	0.4745
ndcg_cut_08            	2125380335	0.4050	0.2483	0.5404	0.4711	0.1695	0.4477
ndcg_cut_09            	2125380335	0.3843	0.2356	0.5128	0.4470	0.1608	0.4248
ndcg_cut_10           	2125380335	0.3663	0.2246	0.4888	0.4261	0.1533	0.4049
ndcg_cut_11           	2125380335	0.3505	0.2149	0.4676	0.4077	0.1466	0.3874
ndcg_cut_12           	2125380335	0.3505	0.2149	0.4676	0.4077	0.1466	0.3874
ndcg_cut_13           	2125380335	0.3505	0.2149	0.4676	0.4077	0.2280	0.3874
ndcg_cut_14           	2125380335	0.3902	0.2149	0.5073	0.4077	0.2280	0.3874
ndcg_cut_15           	2125380335	0.3902	0.2149	0.5073	0.4077	0.2668	0.3874
ndcg_cut_16           	2125380335	0.3902	0.2149	0.5073	0.4077	0.2668	0.3874
ndcg_cut_17           	2125380335	0.3902	0.2521	0.5073	0.4077	0.2668	0.3874
ndcg_cut_18           	2125380335	0.3902	0.2521	0.5073	0.4077	0.2668	0.3874
ndcg_cut_19           	2125380335	0.4260	0.2521	0.5431	0.4077	0.2668	0.3874
ndcg_cut_20           	2125380335	0.4260	0.2521	0.5431	0.4077	0.2668	0.3874
set_P                 	2125380335	0.2000	0.1500	0.2500	0.1000	0.2000	0.1000
set_recall            	2125380335	0.3636	0.2727	0.4545	0.1818	0.3636	0.1818
set_F                 	2125380335	0.2581	0.1935	0.3226	0.1290	0.2581	0.1290
num_ret               	2129711824	20	20	20	20	20	20
num_rel               	2129711824	6	6	6	6	6	6
num_rel_ret           	2129711824	5	6	4	4	3	3
map                   	2129711824	0.4987	0.6888	0.4343	0.4024	0.2569	0.4333
ndcg_cut_01            	2129711824	1.0000	1.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	2129711824	1.0000	1.0000	1.0000	1.0000	0.3869	1.0000
ndcg_cut_03            	2129711824	0.8671	0.8671	0.8671	0.8671	0.6013	0.8671
ndcg_cut_04            	2129711824	0.7780	0.7780	0.7780	0.7780	0.5395	0.7780
ndcg_cut_05            	2129711824	0.7123	0.7968	0.7123	0.7123	0.4939	0.7968
ndcg_cut_06            	2129711824	0.6609	0.7393	0.6609	0.6609	0.4583	0.7393
ndcg_cut_07            	2129711824	0.7284	0.8068	0.6609	0.6609	0.4583	0.7393
ndcg_cut_08            	2129711824	0.7284	0.8068	0.6609	0.6609	0.5222	0.7393
ndcg_cut_09            	2129711824	0.7284	0.8068	0.6609	0.6609	0.5222	0.7393
ndcg_cut_10           	2129711824	0.7284	0.8654	0.6609	0.6609	0.5222	0.7393
ndcg_cut_11           	2129711824	0.7284	0.8654	0.7174	0.6609	0.5222	0.7393
ndcg_cut_12           	2129711824	0.7284	0.8654	0.7722	0.6609	0.5222	0.7393
ndcg_cut_13           	2129711824	0.7284	0.9186	0.7722	0.6609	0.5222	0.7393
ndcg_cut_14           	2129711824	0.7803	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_15           	2129711824	0.7803	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_16           	2129711824	0.7803	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_17           	2129711824	0.7803	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_18           	2129711824	0.8280	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_19           	2129711824	0.8280	0.9186	0.7722	0.7127	0.5222	0.7393
ndcg_cut_20           	2129711824	0.8280	0.9186	0.7722	0.7589	0.5222	0.7393
set_P                 	2129711824	0.2500	0.3000	0.2000	0.2000	0.1500	0.1500
set_recall            	2129711824	0.8333	1.0000	0.6667	0.6667	0.5000	0.5000
set_F                 	2129711824	0.3846	0.4615	0.3077	0.3077	0.2308	0.2308
num_ret               	213755943	18	20	18	18	20	18
num_rel               	213755943	5	5	5	5	5	5
num_rel_ret           	213755943	5	3	5	5	4	5
map                   	213755943	0.5387	0.3686	0.5431	0.5667	0.4295	0.5431
ndcg_cut_01            	213755943	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	213755943	0.6131	0.6131	0.6131	0.6131	0.6131	0.6131
ndcg_cut_03            	213755943	0.7039	0.7039	0.7039	0.4693	0.7039	0.7039
ndcg_cut_04            	213755943	0.5856	0.5856	0.5856	0.5585	0.5856	0.5856
ndcg_cut_05            	213755943	0.5087	0.5087	0.5087	0.6164	0.5087	0.5087
ndcg_cut_06            	213755943	0.5087	0.5087	0.5087	0.6164	0.5087	0.5087
ndcg_cut_07            	213755943	0.6218	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_08            	213755943	0.6218	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_09            	213755943	0.6218	0.5087	0.6218	0.6164	0.5087	0.6218
ndcg_cut_10           	213755943	0.6218	0.5087	0.6218	0.7145	0.5087	0.6218
ndcg_cut_11           	213755943	0.6218	0.5087	0.6218	0.7145	0.5087	0.6218
ndcg_cut_12           	213755943	0.6218	0.5087	0.6218	0.7145	0.5087	0.6218
ndcg_cut_13           	213755943	0.6218	0.5087	0.7109	0.7145	0.5087	0.7109
ndcg_cut_14           	213755943	0.7086	0.5087	0.7109	0.7145	0.5956	0.7109
ndcg_cut_15           	213755943	0.7086	0.5087	0.7109	0.7993	0.6803	0.7109
ndcg_cut_16           	213755943	0.7916	0.5087	0.7938	0.7993	0.6803	0.7938
ndcg_cut_17           	213755943	0.7916	0.5901	0.7938	0.7993	0.6803	0.7938
ndcg_cut_18           	213755943	0.7916	0.5901	0.7938	0.7993	0.6803	0.7938
ndcg_cut_19           	213755943	0.7916	0.5901	0.7938	0.7993	0.6803	0.7938
ndcg_cut_20           	213755943	0.7916	0.5901	0.7938	0.7993	0.6803	0.7938
set_P                 	213755943	0.2778	0.1500	0.2778	0.2778	0.2000	0.2778
set_recall            	213755943	1.0000	0.6000	1.0000	1.0000	0.8000	1.0000
set_F                 	213755943	0.4348	0.2400	0.4348	0.4348	0.3200	0.4348
num_ret               	244307158	20	20	20	20	20	20
num_rel               	244307158	20	20	20	20	20	20
num_rel_ret           	244307158	7	5	9	9	3	5
map                   	244307158	0.2648	0.1246	0.2667	0.2985	0.0758	0.1673
ndcg_cut_01            	244307158	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000
ndcg_cut_02            	244307158	1.0000	0.3066	1.0000	1.0000	0.3066	1.0000
ndcg_cut_03            	244307158	1.0000	0.2346	0.7654	0.7654	0.2346	0.7654
ndcg_cut_04            	244307158	0.8319	0.1952	0.6367	0.6367	0.1952	0.6367
ndcg_cut_05            	244307158	0.7227	0.1696	0.6844	0.6844	0.1696	0.5531
ndcg_cut_06            	244307158	0.6448	0.2052	0.6106	0.6645	0.1513	0.4935
ndcg_cut_07            	244307158	0.6619	0.1953	0.5813	0.7286	0.1920	0.5178
ndcg_cut_08            	244307158	0.7200	0.2303	0.5995	0.6969	0.1837	0.5388
ndcg_cut_09            	244307158	0.6914	0.2211	0.5756	0.6692	0.1764	0.5173
ndcg_cut_10           	244307158	0.7027	0.2498	0.5912	0.6445	0.1699	0.4983
ndcg_cut_11           	244307158	0.6786	0.2413	0.5709	0.6567	0.1641	0.4812
ndcg_cut_12           	244307158	0.6568	0.2335	0.5526	0.6356	0.1588	0.4979
ndcg_cut_13           	244307158	0.6369	0.2567	0.5358	0.6163	0.1843	0.4828
ndcg_cut_14           	244307158	0.6473	0.2494	0.5778	0.6273	0.1790	0.4689
ndcg_cut_15           	244307158	0.6296	0.2426	0.5621	0.6102	0.1741	0.4561
ndcg_cut_16           	244307158	0.6133	0.2363	0.5475	0.5944	0.1696	0.4443
ndcg_cut_17           	244307158	0.5980	0.2304	0.5587	0.6044	0.1654	0.4332
ndcg_cut_18           	244307158	0.5838	0.2249	0.5692	0.5900	0.1614	0.4229
ndcg_cut_19           	244307158	0.5704	0.2198	0.5562	0.5994	0.1577	0.4132
ndcg_cut_20           	244307158	0.5579	0.2149	0.5660	0.5862	0.1543	0.4041
set_P                 	244307158	0.3500	0.2500	0.4500	0.4500	0.1500	0.2500
set_recall            	244307158	0.3500	0.2500	0.4500	0.4500	0.1500	0.2500
set_F                 	244307158	0.3500	0.2500	0.4500	0.4500	0.1500	0.2500
num_ret               	268043830	20	20	20	20	20	20
num_rel               	268043830	10	10	10	10	10	10
num_rel_ret           	268043830	9	4	9	9	4	7
map                   	268043830	0.8043	0.2100	0.7307	0.7933	0.1212	0.5782
ndcg_cut_01            	268043830	1.0000	0.5000	1.0000	1.0000	0.0000	0.5000
ndcg_cut_02            	268043830	0.8066	0.3066	1.0000	0.8066	0.0000	0.3066
ndcg_cut_03            	268043830	0.8520	0.2346	0.8827	0.8520	0.0000	0.4693
ndcg_cut_04            	268043830	0.9573	0.3049	0.8934	0.9573	0.0000	0.6098
ndcg_cut_05            	268043830	0.8844	0.2817	0.8254	0.9606	0.0762	0.7156
ndcg_cut_06            	268043830	0.8920	0.2632	0.7713	0.8976	0.1367	0.7343
ndcg_cut_07            	268043830	0.8982	0.2480	0.7845	0.9035	0.1866	0.7496
ndcg_cut_08            	268043830	0.9035	0.2351	0.7957	0.9085	0.1769	0.7626
ndcg_cut_09            	268043830	0.8609	0.2712	0.8525	0.8657	0.1686	0.7267
ndcg_cut_10           	268043830	0.8236	0.2595	0.8156	0.8282	0.1613	0.6952
ndcg_cut_11           	268043830	0.8654	0.2595	0.8156	0.8700	0.1613	0.6952
ndcg_cut_12           	268043830	0.9059	0.2595	0.8156	0.8700	0.1613	0.6952
ndcg_cut_13           	268043830	0.9059	0.2595	0.8549	0.8700	0.1613	0.6952
ndcg_cut_14           	268043830	0.9059	0.2595	0.8549	0.8700	0.1613	0.6952
ndcg_cut_15           	268043830	0.9059	0.2969	0.8549	0.8700	0.1613	0.6952
ndcg_cut_16           	268043830	0.9059	0.2969	0.8549	0.8700	0.2346	0.6952
ndcg_cut_17           	268043830	0.9059	0.2969	0.8549	0.8700	0.2346	0.6952
ndcg_cut_18           	268043830	0.9059	0.2969	0.8549	0.8700	0.2346	0.6952
ndcg_cut_19           	268043830	0.9059	0.2969	0.8549	0.9047	0.2346	0.6952
ndcg_cut_20           	268043830	0.9059	0.2969	0.8890	0.9047	0.2346	0.6952
set_P                 	268043830	0.4500	0.2000	0.4500	0.4500	0.2000	0.3500
set_recall            	268043830	0.9000	0.4000	0.9000	0.9000	0.4000	0.7000
set_F                 	268043830	0.6000	0.2667	0.6000	0.6000	0.2667	0.4667
num_ret               	618003832	20	20	20	20	20	20
num_rel               	618003832	13	13	13	13	13	13
num_rel_ret           	618003832	7	5	8	7	4	5
map                   	618003832	0.4249	0.0893	0.4379	0.4460	0.2513	0.3137
ndcg_cut_01            	618003832	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	618003832	1.0000	0.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_03            	618003832	1.0000	0.0000	1.0000	1.0000	0.7654	1.0000
ndcg_cut_04            	618003832	1.0000	0.0000	1.0000	1.0000	0.6367	0.8319
ndcg_cut_05            	618003832	0.8688	0.0000	0.8688	0.8688	0.6844	0.8539
ndcg_cut_06            	618003832	0.7751	0.1078	0.7751	0.7751	0.7184	0.7619
ndcg_cut_07            	618003832	0.7379	0.1026	0.7379	0.8340	0.6839	0.7253
ndcg_cut_08            	618003832	0.7059	0.0982	0.7059	0.7977	0.6542	0.6938
ndcg_cut_09            	618003832	0.7176	0.0942	0.6777	0.7659	0.6281	0.6662
ndcg_cut_10           	618003832	0.7648	0.1644	0.6528	0.7377	0.6050	0.6416
ndcg_cut_11           	618003832	0.7386	0.1588	0.6304	0.7467	0.5842	0.6196
ndcg_cut_12           	618003832	0.7148	0.2180	0.6101	0.7227	0.5654	0.5997
ndcg_cut_13           	618003832	0.6931	0.2114	0.6522	0.7311	0.5483	0.5815
ndcg_cut_14           	618003832	0.6931	0.2114	0.6522	0.7311	0.5483	0.5815
ndcg_cut_15           	618003832	0.6931	0.2403	0.6811	0.7311	0.5483	0.5815
ndcg_cut_16           	618003832	0.6931	0.2403	0.7094	0.7311	0.5483	0.5815
ndcg_cut_17           	618003832	0.6931	0.2403	0.7371	0.7311	0.5483	0.5815
ndcg_cut_18           	618003832	0.6931	0.2947	0.7371	0.7311	0.5483	0.6087
ndcg_cut_19           	618003832	0.7198	0.2947	0.7371	0.7311	0.5483	0.6087
ndcg_cut_20           	618003832	0.7198	0.2947	0.7371	0.7311	0.5483	0.6087
set_P                 	618003832	0.3500	0.2500	0.4000	0.3500	0.2000	0.2500
set_recall            	618003832	0.5385	0.3846	0.6154	0.5385	0.3077	0.3846
set_F                 	618003832	0.4242	0.3030	0.4848	0.4242	0.2424	0.3030
num_ret               	654605541	20	20	20	20	20	20
num_rel               	654605541	14	14	14	14	14	14
num_rel_ret           	654605541	7	6	7	9	4	4
map                   	654605541	0.2791	0.1382	0.3917	0.3921	0.0815	0.2052
ndcg_cut_01            	654605541	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	654605541	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_03            	654605541	0.7654	0.1173	0.7654	0.7654	0.1173	0.7654
ndcg_cut_04            	654605541	0.6367	0.0976	0.7207	0.6367	0.0976	0.6367
ndcg_cut_05            	654605541	0.5920	0.0907	0.7404	0.5920	0.0907	0.5920
ndcg_cut_06            	654605541	0.5560	0.0852	0.7561	0.6168	0.0852	0.5560
ndcg_cut_07            	654605541	0.5261	0.0807	0.7155	0.5836	0.0807	0.5799
ndcg_cut_08            	654605541	0.5007	0.1736	0.7292	0.6038	0.0767	0.5518
ndcg_cut_09            	654605541	0.5227	0.1659	0.6970	0.5771	0.1617	0.6158
ndcg_cut_10           	654605541	0.5421	0.2405	0.6687	0.5943	0.2365	0.5907
ndcg_cut_11           	654605541	0.5217	0.2315	0.6434	0.6096	0.2275	0.5684
ndcg_cut_12           	654605541	0.5032	0.2939	0.6207	0.5881	0.2195	0.5483
ndcg_cut_13           	654605541	0.5197	0.3173	0.6001	0.5686	0.2122	0.5302
ndcg_cut_14           	654605541	0.5034	0.3074	0.5813	0.6134	0.2682	0.5136
ndcg_cut_15           	654605541	0.5646	0.3074	0.5813	0.6134	0.2682	0.5136
ndcg_cut_16           	654605541	0.5646	0.3074	0.5813	0.6134	0.2682	0.5136
ndcg_cut_17           	654605541	0.5646	0.3074	0.5813	0.6428	0.2682	0.5136
ndcg_cut_18           	654605541	0.5934	0.3362	0.5813	0.6428	0.2682	0.5136
ndcg_cut_19           	654605541	0.5934	0.3362	0.5813	0.6994	0.2682	0.5136
ndcg_cut_20           	654605541	0.5934	0.3362	0.6370	0.6994	0.2682	0.5136
set_P                 	654605541	0.3500	0.3000	0.3500	0.4500	0.2000	0.2000
set_recall            	654605541	0.5000	0.4286	0.5000	0.6429	0.2857	0.2857
set_F                 	654605541	0.4118	0.3529	0.4118	0.5294	0.2353	0.2353
num_ret               	702159889	20	20	20	20	20	20
num_rel               	702159889	6	6	6	6	6	6
num_rel_ret           	702159889	6	2	6	6	0	3
map                   	702159889	0.8593	0.0319	0.9333	0.9333	0.0000	0.1167
ndcg_cut_01            	702159889	0.5000	0.0000	0.5000	0.5000	0.0000	0.0000
ndcg_cut_02            	702159889	0.5000	0.0000	0.5000	0.5000	0.0000	0.0000
ndcg_cut_03            	702159889	0.6173	0.0000	0.6173	0.6173	0.0000	0.0000
ndcg_cut_04            	702159889	0.7442	0.0000	0.7442	0.7442	0.0000	0.0000
ndcg_cut_05            	702159889	0.6875	0.0000	0.8399	0.8399	0.0000	0.1523
ndcg_cut_06            	702159889	0.6425	0.0000	0.7848	0.7848	0.0000	0.2734
ndcg_cut_07            	702159889	0.6425	0.0000	0.7848	0.7848	0.0000	0.2734
ndcg_cut_08            	702159889	0.6425	0.0000	0.7848	0.7848	0.0000	0.2734
ndcg_cut_09            	702159889	0.7532	0.0000	0.7848	0.7848	0.0000	0.2734
ndcg_cut_10           	702159889	0.8064	0.0000	0.8380	0.8380	0.0000	0.2734
ndcg_cut_11           	702159889	0.8064	0.0000	0.8380	0.8380	0.0000	0.2734
ndcg_cut_12           	702159889	0.8064	0.0000	0.8380	0.8380	0.0000	0.2734
ndcg_cut_13           	702159889	0.8064	0.0000	0.8380	0.8380	0.0000	0.2734
ndcg_cut_14           	702159889	0.8064	0.0000	0.8380	0.8380	0.0000	0.2734
ndcg_cut_15           	702159889	0.8064	0.0460	0.8380	0.8380	0.0000	0.2734
ndcg_cut_16           	702159889	0.8064	0.0910	0.8380	0.8380	0.0000	0.2734
ndcg_cut_17           	702159889	0.8064	0.0910	0.8380	0.8380	0.0000	0.2734
ndcg_cut_18           	702159889	0.8064	0.0910	0.8380	0.8380	0.0000	0.3167
ndcg_cut_19           	702159889	0.8064	0.0910	0.8380	0.8380	0.0000	0.3167
ndcg_cut_20           	702159889	0.8064	0.0910	0.8380	0.8380	0.0000	0.3167
set_P                 	702159889	0.3000	0.1000	0.3000	0.3000	0.0000	0.1500
set_recall            	702159889	1.0000	0.3333	1.0000	1.0000	0.0000	0.5000
set_F                 	702159889	0.4615	0.1538	0.4615	0.4615	0.0000	0.2308
num_ret               	704436051	7	20	7	7	20	7
num_rel               	704436051	2	2	2	2	2	2
num_rel_ret           	704436051	2	0	2	2	0	2
map                   	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_01            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_02            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_03            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_04            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_05            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_06            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_07            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_08            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_09            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_10           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_11           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_12           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_13           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_14           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_15           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_16           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_17           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_18           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_19           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
ndcg_cut_20           	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
set_P                 	704436051	0.2857	0.0000	0.2857	0.2857	0.0000	0.2857
set_recall            	704436051	1.0000	0.0000	1.0000	1.0000	0.0000	1.0000
set_F                 	704436051	0.4444	0.0000	0.4444	0.4444	0.0000	0.4444
num_ret               	748406375	20	20	20	20	20	20
num_rel               	748406375	23	23	23	23	23	23
num_rel_ret           	748406375	11	8	12	12	4	4
map                   	748406375	0.4163	0.2495	0.4593	0.4868	0.1304	0.1335
ndcg_cut_01            	748406375	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	748406375	0.8066	1.0000	1.0000	0.8066	1.0000	1.0000
ndcg_cut_03            	748406375	0.7346	1.0000	0.8827	0.7346	0.7654	0.7654
ndcg_cut_04            	748406375	0.8508	1.0000	0.9852	0.7590	0.6951	0.6951
ndcg_cut_05            	748406375	0.8621	0.9238	0.9864	0.8535	0.6422	0.6422
ndcg_cut_06            	748406375	0.9367	0.8633	0.9872	0.9286	0.7312	0.6656
ndcg_cut_07            	748406375	0.9404	0.8134	0.9880	0.9328	0.6889	0.6849
ndcg_cut_08            	748406375	0.8916	0.7712	0.9886	0.9363	0.7050	0.6494
ndcg_cut_09            	748406375	0.8496	0.7349	0.9420	0.9393	0.6718	0.6188
ndcg_cut_10           	748406375	0.8561	0.7464	0.9012	0.8986	0.6427	0.5920
ndcg_cut_11           	748406375	0.8217	0.7164	0.8651	0.9026	0.6169	0.5683
ndcg_cut_12           	748406375	0.7910	0.6896	0.8327	0.8689	0.5938	0.5470
ndcg_cut_13           	748406375	0.7633	0.6654	0.8386	0.8384	0.5730	0.5278
ndcg_cut_14           	748406375	0.7380	0.6765	0.8108	0.8107	0.5541	0.5104
ndcg_cut_15           	748406375	0.7462	0.6553	0.7855	0.7853	0.5367	0.4944
ndcg_cut_16           	748406375	0.7538	0.6359	0.7918	0.7917	0.5208	0.4797
ndcg_cut_17           	748406375	0.7324	0.6179	0.7977	0.7693	0.5061	0.4661
ndcg_cut_18           	748406375	0.7126	0.6282	0.7762	0.7485	0.4924	0.4536
ndcg_cut_19           	748406375	0.6942	0.6378	0.7561	0.7291	0.4796	0.4418
ndcg_cut_20           	748406375	0.7018	0.6220	0.7622	0.7359	0.4677	0.4308
set_P                 	748406375	0.5500	0.4000	0.6000	0.6000	0.2000	0.2000
set_recall            	748406375	0.4783	0.3478	0.5217	0.5217	0.1739	0.1739
set_F                 	748406375	0.5116	0.3721	0.5581	0.5581	0.1860	0.1860
num_ret               	753388668	20	20	20	20	20	20
num_rel               	753388668	17	17	17	17	17	17
num_rel_ret           	753388668	4	2	4	4	3	3
map                   	753388668	0.1725	0.1176	0.1387	0.1417	0.0776	0.0789
ndcg_cut_01            	753388668	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
ndcg_cut_02            	753388668	1.0000	1.0000	1.0000	1.0000	0.6131	0.6131
ndcg_cut_03            	753388668	0.7654	0.7654	0.7654	0.7654	0.4693	0.4693
